time_in_bed,time_asleep,wakeup_number,hrv,sleep_score
460,460,0,0,60
460,460,0,0,60
460,460,0,0,60
460,460,0,0,60
460,460,0,0,60
460,460,0,0,60
460,460,0,0,60
460,460,0,0,60
460,460,0,0,60
460,460,0,0,60
99,99,0,0,60
460,460,0,0,60
460,460,0,0,60
460,460,0,0,60
460,460,0,0,60
487,487,0,0,60
487,487,0,0,60
487,487,0,0,60
487,487,0,0,60
487,487,0,0,60
433,433,0,0,60
384,384,0,0,60
61,61,0,0,60
61,61,0,0,60
61,61,0,0,60
61,61,0,0,60
61,61,0,0,60
410,316,15,56,64
446,446,0,0,60
446,446,0,0,60
446,446,0,0,60
446,446,0,0,60
446,446,0,0,60
441,441,0,0,60
433,433,0,0,60
27,27,0,0,60
27,27,0,0,60
27,27,0,0,60
27,27,0,0,60
27,27,0,0,60
428,343,11,56,68
446,446,0,0,60
446,446,0,0,60
446,446,0,0,60
446,446,0,0,60
446,446,0,0,60
175,343,11,60,71
428,343,11,60,75
139,343,10,60,72
446,446,0,0,60
446,446,0,0,60
446,446,0,0,60
446,446,0,0,60
446,446,0,0,60
446,446,0,0,60
446,446,0,0,60
446,446,0,0,60
446,446,0,0,60
446,446,0,0,60
446,446,0,0,60
446,446,0,0,60
446,446,0,0,60
447,447,0,0,60
446,446,0,0,60
467,467,0,0,60
446,446,0,0,60
446,446,0,0,60
446,446,0,0,60
446,446,0,0,60
446,446,0,0,60
446,446,0,0,60
446,446,0,0,60
446,446,0,0,60
446,446,0,0,60
446,446,0,0,60
446,446,0,0,60
382,382,0,61,60
446,446,0,0,60
446,446,0,0,60
446,446,0,0,60
446,446,0,0,60
453,453,0,0,60
453,453,0,0,60
419,419,0,76,60
453,453,0,0,60
470,470,0,0,60
453,453,0,0,60
453,453,0,0,60
453,453,0,0,60
453,453,0,0,60
453,453,0,0,60
453,453,0,0,60
453,453,0,0,60
453,453,0,0,60
453,453,0,0,60
453,453,0,0,60
453,453,0,0,60
390,390,0,59,60
453,453,0,0,60
453,453,0,0,60
453,453,0,0,60
453,453,0,0,60
453,453,0,0,60
453,453,0,0,60
453,453,0,0,60
453,453,0,0,60
453,453,0,0,60
398,398,0,0,60
473,473,0,0,60
443,367,10,61,71
453,453,0,0,60
453,453,0,0,60
453,453,0,0,60
453,453,0,0,60
453,453,0,0,60
443,517,12,0,96
443,517,12,0,96
56,367,9,60,77
453,453,0,0,60
453,453,0,0,60
453,453,0,0,60
453,453,0,0,60
453,453,0,0,60
453,453,0,0,60
453,453,0,0,60
453,453,0,0,60
453,453,0,0,60
453,453,0,0,60
453,453,0,0,60
224,160,11,73,60
229,160,11,110,60
140,303,10,66,65
443,443,0,0,60
97,97,0,78,60
392,392,0,0,60
389,389,0,0,60
303,303,11,59,67
442,442,0,0,60
524,524,0,0,60
509,409,21,57,67
509,409,21,57,67
4,416,22,57,60
455,455,0,0,60
502,502,0,0,60
450,450,0,0,60
450,450,0,0,60
435,435,0,0,60
450,450,0,0,60
470,470,0,0,60
450,450,0,0,60
450,450,0,0,60
450,450,0,0,60
450,450,0,0,60
450,450,0,0,60
450,450,0,0,60
450,450,0,0,60
450,450,0,0,60
450,450,0,0,60
450,450,0,0,60
450,450,0,0,60
397,397,0,56,60
450,450,0,0,60
450,450,0,0,60
450,450,0,0,60
450,450,0,0,60
450,450,0,0,60
450,450,0,0,60
450,450,0,0,60
450,450,0,0,60
450,450,0,0,60
426,426,0,0,60
412,412,0,0,60
509,402,14,58,76
450,450,0,0,60
450,450,0,0,60
450,450,0,0,60
450,450,0,0,60
450,450,0,0,60
509,757,26,0,69
509,757,26,0,69
8,402,13,61,74
450,450,0,0,60
450,450,0,0,60
450,450,0,0,60
450,450,0,0,60
450,450,0,0,60
450,450,0,0,60
450,450,0,0,60
450,450,0,0,60
450,450,0,0,60
450,450,0,0,60
450,450,0,0,60
450,450,0,0,60
433,433,0,0,60
433,433,0,0,60
433,433,0,0,60
433,433,0,0,60
433,433,0,0,60
97,222,7,81,60
97,222,7,81,60
8,432,16,62,73
433,433,0,0,60
433,433,0,0,60
433,433,0,0,60
433,433,0,0,60
433,433,0,0,60
433,433,0,0,60
433,433,0,0,60
433,433,0,0,60
433,433,0,0,60
433,433,0,0,60
433,433,0,0,60
433,433,0,0,60
433,433,0,0,60
392,392,0,0,60
433,433,0,0,60
470,470,0,0,60
433,433,0,0,60
433,433,0,0,60
433,433,0,0,60
433,433,0,0,60
433,433,0,0,60
433,433,0,0,60
433,433,0,0,60
433,433,0,0,60
433,433,0,0,60
433,433,0,0,60
433,433,0,0,60
92,92,0,0,60
433,433,0,0,60
433,433,0,0,60
433,433,0,0,60
433,433,0,0,60
433,433,0,0,60
433,433,0,0,60
433,433,0,0,60
433,433,0,0,60
433,433,0,0,60
426,426,0,0,60
540,540,0,0,60
432,432,17,58,85
422,422,0,0,60
422,422,0,0,60
422,422,0,0,60
422,422,0,0,60
422,422,0,0,60
416,416,0,0,60
427,427,0,0,60
345,345,9,59,73
422,422,0,0,60
422,422,0,0,60
422,422,0,0,60
422,422,0,0,60
422,422,0,0,60
237,476,14,78,88
237,476,14,78,88
144,345,8,107,76
422,422,0,0,60
422,422,0,0,60
422,422,0,0,60
422,422,0,0,60
422,422,0,0,60
422,422,0,0,60
422,422,0,0,60
422,422,0,0,60
422,422,0,0,60
422,422,0,0,60
422,422,0,0,60
422,422,0,0,60
422,422,0,0,60
500,500,0,0,60
422,422,0,0,60
470,470,0,0,60
422,422,0,0,60
422,422,0,0,60
422,422,0,0,60
422,422,0,0,60
422,422,0,0,60
422,422,0,0,60
422,422,0,0,60
422,422,0,0,60
422,422,0,0,60
422,422,0,0,60
422,422,0,0,60
55,55,0,62,60
422,422,0,0,60
422,422,0,0,60
422,422,0,0,60
422,422,0,0,60
414,414,0,0,60
414,414,0,0,60
365,365,0,0,60
414,414,0,0,60
440,440,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
236,236,0,70,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
428,428,0,0,60
444,444,0,0,60
344,344,12,58,73
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
115,68,5,93,60
115,68,5,93,60
5,344,11,62,68
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
327,327,0,0,60
327,327,0,0,60
327,327,0,0,60
327,327,0,0,60
327,327,0,0,60
410,341,12,90,72
410,341,12,90,72
4,341,11,91,67
327,327,0,0,60
327,327,0,0,60
327,327,0,0,60
327,327,0,0,60
327,327,0,0,60
327,327,0,0,60
327,327,0,0,60
327,327,0,0,60
327,327,0,0,60
327,327,0,0,60
327,327,0,0,60
327,327,0,0,60
327,327,0,0,60
287,287,0,0,60
327,327,0,0,60
431,431,0,107,60
327,327,0,0,60
327,327,0,0,60
327,327,0,0,60
327,327,0,0,60
327,327,0,0,60
327,327,0,0,60
327,327,0,0,60
327,327,0,0,60
327,327,0,0,60
327,327,0,0,60
327,327,0,0,60
292,292,0,71,60
327,327,0,0,60
327,327,0,0,60
327,327,0,0,60
327,327,0,0,60
327,327,0,0,60
327,327,0,0,60
327,327,0,0,60
327,327,0,0,60
327,327,0,0,60
449,449,0,0,60
492,492,0,0,60
410,341,12,59,67
388,388,0,0,60
464,464,0,0,60
527,425,14,60,81
527,425,14,63,84
527,425,14,63,84
19,425,13,63,78
60,60,0,0,60
237,237,0,0,60
365,365,0,100,60
491,491,0,0,60
415,415,0,0,60
397,397,0,0,60
480,397,9,56,73
480,397,9,57,89
480,397,9,57,89
179,397,8,57,86
438,438,0,0,60
438,438,0,0,60
438,438,0,0,60
438,438,0,0,60
438,438,0,0,60
478,389,14,105,77
488,389,14,105,77
143,389,13,105,74
438,438,0,0,60
438,438,0,0,60
438,438,0,0,60
438,438,0,0,60
438,438,0,0,60
438,438,0,0,60
438,438,0,0,60
438,438,0,0,60
438,438,0,0,60
438,438,0,0,60
438,438,0,0,60
438,438,0,0,60
438,438,0,0,60
386,386,0,96,60
438,438,0,0,60
434,434,0,0,60
438,438,0,0,60
438,438,0,0,60
438,438,0,0,60
438,438,0,0,60
438,438,0,0,60
438,438,0,0,60
438,438,0,0,60
438,438,0,0,60
438,438,0,0,60
438,438,0,0,60
438,438,0,0,60
484,484,0,0,60
438,438,0,0,60
438,438,0,0,60
438,438,0,0,60
438,438,0,0,60
438,438,0,0,60
438,438,0,0,60
438,438,0,0,60
438,438,0,0,60
438,438,0,0,60
388,388,0,0,60
412,412,0,0,60
488,389,14,54,74
466,466,0,0,60
466,466,0,0,60
466,466,0,0,60
466,466,0,0,60
466,466,0,0,60
450,450,0,0,60
540,540,0,0,60
412,346,8,55,68
466,466,0,0,60
466,466,0,0,60
466,466,0,0,60
466,466,0,0,60
466,466,0,0,60
412,346,8,57,81
412,346,8,57,81
77,346,7,57,77
466,466,0,0,60
466,466,0,0,60
466,466,0,0,60
466,466,0,0,60
466,466,0,0,60
466,466,0,0,60
466,466,0,0,60
466,466,0,0,60
466,466,0,0,60
466,466,0,0,60
466,466,0,0,60
466,466,0,0,60
466,466,0,0,60
60,60,0,0,60
466,466,0,0,60
470,470,0,0,60
466,466,0,0,60
466,466,0,0,60
466,466,0,0,60
466,466,0,0,60
466,466,0,0,60
466,466,0,0,60
466,466,0,0,60
466,466,0,0,60
466,466,0,0,60
466,466,0,0,60
466,466,0,0,60
486,486,0,0,60
466,466,0,0,60
466,466,0,0,60
466,466,0,0,60
466,466,0,0,60
408,408,0,0,60
408,408,0,0,60
440,440,0,0,60
408,408,0,0,60
448,448,0,0,60
408,408,0,0,60
408,408,0,0,60
408,408,0,0,60
408,408,0,0,60
408,408,0,0,60
408,408,0,0,60
408,408,0,0,60
408,408,0,0,60
408,408,0,0,60
408,408,0,0,60
408,408,0,0,60
279,279,0,0,60
408,408,0,0,60
408,408,0,0,60
408,408,0,0,60
408,408,0,0,60
408,408,0,0,60
408,408,0,0,60
408,408,0,0,60
408,408,0,0,60
408,408,0,0,60
450,450,0,0,60
471,471,0,0,60
510,405,14,56,75
408,408,0,0,60
408,408,0,0,60
408,408,0,0,60
408,408,0,0,60
408,408,0,0,60
510,747,25,0,71
510,747,25,0,71
153,405,13,60,77
408,408,0,0,60
408,408,0,0,60
408,408,0,0,60
408,408,0,0,60
408,408,0,0,60
408,408,0,0,60
408,408,0,0,60
408,408,0,0,60
408,408,0,0,60
408,408,0,0,60
408,408,0,0,60
14,14,0,0,60
14,14,0,0,60
14,14,0,0,60
14,14,0,0,60
14,14,0,0,60
37,31,1,61,60
37,31,1,61,60
80,373,11,61,74
14,14,0,0,60
14,14,0,0,60
14,14,0,0,60
14,14,0,0,60
14,14,0,0,60
14,14,0,0,60
14,14,0,0,60
14,14,0,0,60
14,14,0,0,60
14,14,0,0,60
14,14,0,0,60
14,14,0,0,60
14,14,0,0,60
388,388,0,0,60
14,14,0,0,60
459,459,0,0,60
14,14,0,0,60
14,14,0,0,60
14,14,0,0,60
14,14,0,0,60
14,14,0,0,60
14,14,0,0,60
14,14,0,0,60
14,14,0,0,60
14,14,0,0,60
14,14,0,0,60
14,14,0,0,60
344,344,0,0,60
14,14,0,0,60
14,14,0,0,60
14,14,0,0,60
14,14,0,0,60
14,14,0,0,60
14,14,0,0,60
14,14,0,0,60
14,14,0,0,60
14,14,0,0,60
7,7,0,0,60
461,461,0,0,60
373,373,12,55,78
421,421,0,0,60
421,421,0,0,60
421,421,0,0,60
421,421,0,0,60
421,421,0,0,60
430,430,0,0,60
517,517,0,0,60
14,14,0,0,60
14,14,0,0,60
14,14,0,0,60
14,14,0,0,60
14,14,0,0,60
486,398,16,61,77
421,421,0,0,60
421,421,0,0,60
421,421,0,0,60
421,421,0,0,60
421,421,0,0,60
486,398,16,65,75
486,398,16,65,75
6,398,15,65,69
421,421,0,0,60
421,421,0,0,60
421,421,0,0,60
421,421,0,0,60
421,421,0,0,60
421,421,0,0,60
421,421,0,0,60
421,421,0,0,60
421,421,0,0,60
421,421,0,0,60
421,421,0,0,60
421,421,0,0,60
421,421,0,0,60
72,72,0,0,60
421,421,0,0,60
436,436,0,0,60
421,421,0,0,60
421,421,0,0,60
421,421,0,0,60
421,421,0,0,60
421,421,0,0,60
421,421,0,0,60
421,421,0,0,60
421,421,0,0,60
421,421,0,0,60
421,421,0,0,60
421,421,0,0,60
86,86,0,0,60
421,421,0,0,60
421,421,0,0,60
421,421,0,0,60
421,421,0,0,60
428,428,0,0,60
458,458,0,0,60
446,446,0,0,60
466,466,0,0,60
428,347,10,54,66
426,347,10,97,77
428,347,10,97,77
70,347,9,98,74
545,445,11,59,94
545,445,11,59,94
50,445,10,59,88
442,442,0,118,60
442,442,0,0,60
404,404,0,0,60
410,410,0,0,60
545,445,11,55,80
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
446,446,0,61,60
438,438,0,0,60
511,454,10,56,83
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
511,808,19,0,83
511,808,19,0,83
183,454,9,60,93
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
430,430,0,0,60
503,503,0,0,60
345,345,0,87,60
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
384,384,0,0,60
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
343,343,0,0,60
343,343,0,0,60
4,4,0,89,60
343,343,0,0,60
394,394,0,0,60
343,343,0,0,60
343,343,0,0,60
343,343,0,0,60
343,343,0,0,60
343,343,0,0,60
343,343,0,0,60
343,343,0,0,60
343,343,0,0,60
343,343,0,0,60
343,343,0,0,60
343,343,0,0,60
79,79,0,63,60
343,343,0,0,60
343,343,0,0,60
343,343,0,0,60
343,343,0,0,60
370,370,0,0,60
370,370,0,0,60
370,370,0,0,60
370,370,0,0,60
370,370,0,0,60
442,442,0,66,60
337,337,0,0,60
418,418,11,57,85
343,343,0,0,60
343,343,0,0,60
343,343,0,0,60
343,343,0,0,60
343,343,0,0,60
73,64,2,74,60
73,64,2,74,60
40,418,10,60,83
370,370,0,0,60
370,370,0,0,60
370,370,0,0,60
370,370,0,0,60
370,370,0,0,60
370,370,0,0,60
370,370,0,0,60
370,370,0,0,60
370,370,0,0,60
370,370,0,0,60
343,343,0,0,60
348,348,0,0,60
348,348,0,0,60
348,348,0,0,60
348,348,0,0,60
348,348,0,0,60
515,636,20,0,81
515,636,20,0,81
84,437,15,57,77
375,375,0,0,60
375,375,0,0,60
375,375,0,0,60
375,375,0,0,60
375,375,0,0,60
375,375,0,0,60
375,375,0,0,60
375,375,0,0,60
375,375,0,0,60
375,375,0,0,60
348,348,0,0,60
348,348,0,0,60
348,348,0,0,60
96,96,0,0,60
348,348,0,0,60
332,332,0,0,60
348,348,0,0,60
348,348,0,0,60
348,348,0,0,60
348,348,0,0,60
348,348,0,0,60
348,348,0,0,60
348,348,0,0,60
348,348,0,0,60
348,348,0,0,60
348,348,0,0,60
348,348,0,0,60
87,87,0,65,60
348,348,0,0,60
348,348,0,0,60
348,348,0,0,60
348,348,0,0,60
375,375,0,0,60
375,375,0,0,60
375,375,0,0,60
375,375,0,0,60
375,375,0,0,60
397,397,0,61,60
389,389,0,0,60
396,396,0,0,60
396,396,0,0,60
396,396,0,0,60
396,396,0,0,60
396,396,0,0,60
515,437,16,53,81
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
398,398,0,116,60
452,452,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
348,348,9,65,74
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
176,149,5,87,60
176,149,5,87,60
153,348,8,72,77
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
443,443,0,0,60
0,0,0,0,60
420,420,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
211,86,5,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
3,3,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
365,365,0,0,60
365,365,0,0,60
133,133,0,76,60
365,365,0,0,60
394,394,0,0,60
365,365,0,0,60
365,365,0,0,60
365,365,0,0,60
365,365,0,0,60
365,365,0,0,60
365,365,0,0,60
365,365,0,0,60
365,365,0,0,60
365,365,0,0,60
365,365,0,0,60
365,365,0,0,60
153,153,0,77,60
365,365,0,0,60
365,365,0,0,60
365,365,0,0,60
365,365,0,0,60
365,365,0,0,60
365,365,0,0,60
365,365,0,0,60
365,365,0,0,60
365,365,0,0,60
432,432,0,0,60
540,540,0,0,60
467,393,13,57,74
365,365,0,0,60
365,365,0,0,60
365,365,0,0,60
365,365,0,0,60
365,365,0,0,60
467,393,13,61,80
467,393,13,61,80
149,393,12,61,76
365,365,0,0,60
365,365,0,0,60
365,365,0,0,60
365,365,0,0,60
365,365,0,0,60
365,365,0,0,60
365,365,0,0,60
365,365,0,0,60
365,365,0,0,60
365,365,0,0,60
365,365,0,0,60
474,380,12,62,80
474,380,12,62,80
32,380,11,62,74
1,1,0,0,60
344,321,15,0,62
441,441,0,0,60
95,95,0,0,60
474,380,12,59,70
400,400,0,0,60
382,382,0,0,60
427,370,13,56,73
427,370,13,57,75
427,370,13,57,75
150,370,12,57,73
397,397,0,85,60
419,347,11,0,75
475,475,0,0,60
344,344,0,0,60
344,344,0,0,60
511,511,0,0,60
344,344,0,0,60
418,418,0,0,60
344,344,0,0,60
344,344,0,0,60
344,344,0,0,60
344,344,0,0,60
344,344,0,0,60
344,344,0,0,60
426,409,11,0,86
344,344,0,0,60
344,344,0,0,60
344,344,0,0,60
344,344,0,0,60
344,344,0,0,60
469,469,0,0,60
344,344,0,0,60
344,344,0,0,60
344,344,0,0,60
344,344,0,0,60
344,344,0,0,60
344,344,0,0,60
344,344,0,0,60
344,344,0,0,60
344,344,0,0,60
446,446,0,88,60
313,313,0,0,60
344,344,0,0,60
344,344,0,0,60
344,344,0,0,60
344,344,0,0,60
344,344,0,0,60
434,379,11,55,73
344,344,0,0,60
344,344,0,0,60
344,344,0,0,60
344,344,0,0,60
344,344,0,0,60
434,638,15,0,90
434,638,15,0,90
29,379,10,79,76
344,344,0,0,60
344,344,0,0,60
344,344,0,0,60
344,344,0,0,60
344,344,0,0,60
344,344,0,0,60
344,344,0,0,60
344,344,0,0,60
344,344,0,0,60
344,344,0,0,60
344,344,0,0,60
474,474,0,0,60
474,474,0,0,60
474,474,0,0,60
474,474,0,0,60
474,474,0,0,60
115,93,4,90,60
115,93,4,111,60
85,352,7,85,79
474,474,0,0,60
474,474,0,0,60
474,474,0,0,60
474,474,0,0,60
474,474,0,0,60
474,474,0,0,60
474,474,0,0,60
474,474,0,0,60
474,474,0,0,60
474,474,0,0,60
474,474,0,0,60
474,474,0,0,60
474,474,0,0,60
77,77,0,0,60
474,474,0,0,60
450,450,0,0,60
474,474,0,0,60
474,474,0,0,60
474,474,0,0,60
474,474,0,0,60
474,474,0,0,60
474,474,0,0,60
414,395,15,0,75
474,474,0,0,60
474,474,0,0,60
474,474,0,0,60
474,474,0,0,60
474,474,0,0,60
366,366,0,0,60
474,474,0,0,60
474,474,0,0,60
474,474,0,0,60
474,474,0,0,60
474,474,0,0,60
474,474,0,0,60
474,474,0,0,60
474,474,0,0,60
474,474,0,0,60
454,454,0,70,60
280,280,0,0,60
352,352,8,60,74
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
19,19,0,0,60
432,432,0,0,60
445,369,15,56,72
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
445,369,15,73,71
445,369,15,73,71
154,369,14,74,69
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
130,105,4,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
396,396,0,0,60
0,0,0,0,60
300,300,0,107,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
423,393,13,0,79
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
239,239,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
409,409,0,0,60
409,409,0,0,60
415,415,0,0,60
409,409,0,0,60
452,452,0,0,60
409,409,0,0,60
409,409,0,0,60
409,409,0,0,60
409,409,0,0,60
409,409,0,0,60
409,409,0,0,60
409,409,0,0,60
409,409,0,0,60
409,409,0,0,60
409,409,0,0,60
409,409,0,0,60
556,556,0,69,60
409,409,0,0,60
409,409,0,0,60
409,409,0,0,60
409,409,0,0,60
423,423,0,0,60
423,423,0,0,60
423,423,0,0,60
423,423,0,0,60
423,423,0,0,60
439,439,0,58,60
430,430,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
0,0,0,0,60
440,379,8,61,69
409,409,0,0,60
409,409,0,0,60
409,409,0,0,60
409,409,0,0,60
409,409,0,0,60
440,379,8,81,87
440,379,8,81,87
125,379,7,82,84
423,423,0,0,60
423,423,0,0,60
423,423,0,0,60
423,423,0,0,60
423,423,0,0,60
423,423,0,0,60
26,34,1,0,60
423,423,0,0,60
423,423,0,0,60
423,423,0,0,60
423,423,0,0,60
409,409,0,0,60
139,139,0,0,60
139,139,0,0,60
139,139,0,0,60
139,139,0,0,60
139,139,0,0,60
504,709,22,0,77
504,709,22,0,77
90,433,11,73,84
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
7,35,1,0,60
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
139,139,0,0,60
139,139,0,0,60
139,139,0,0,60
400,400,0,0,60
139,139,0,0,60
470,470,0,0,60
139,139,0,0,60
139,139,0,0,60
139,139,0,0,60
139,139,0,0,60
139,139,0,0,60
139,139,0,0,60
421,401,11,0,84
139,139,0,0,60
139,139,0,0,60
139,139,0,0,60
139,139,0,0,60
139,139,0,0,60
384,384,0,75,60
139,139,0,0,60
139,139,0,0,60
139,139,0,0,60
139,139,0,0,60
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
503,503,0,0,60
416,416,0,120,60
458,458,0,0,60
153,153,0,0,60
153,153,0,0,60
153,153,0,0,60
153,153,0,0,60
153,153,0,0,60
504,433,12,57,79
432,432,0,98,60
496,496,0,0,60
411,411,18,59,84
173,516,23,85,69
173,516,23,85,69
43,411,17,61,68
344,344,0,0,60
410,382,16,0,71
64,64,0,0,60
40,40,0,0,60
351,342,9,0,77
462,462,0,0,60
416,416,0,89,60
519,519,0,0,60
456,456,19,55,85
91,75,4,70,60
91,75,4,70,60
47,456,18,59,73
7,85,4,0,60
425,425,0,0,60
425,425,0,0,60
425,425,0,0,60
425,425,0,0,60
425,425,0,0,60
421,370,12,68,77
421,370,12,68,77
68,370,11,69,73
425,425,0,0,60
425,425,0,0,60
425,425,0,0,60
425,425,0,0,60
425,425,0,0,60
425,425,0,0,60
425,425,0,0,60
425,425,0,0,60
425,425,0,0,60
425,425,0,0,60
425,425,0,0,60
425,425,0,0,60
425,425,0,0,60
95,95,0,0,60
425,425,0,0,60
449,449,0,0,60
425,425,0,0,60
425,425,0,0,60
425,425,0,0,60
425,425,0,0,60
425,425,0,0,60
425,425,0,0,60
228,215,7,0,60
425,425,0,0,60
425,425,0,0,60
425,425,0,0,60
425,425,0,0,60
425,425,0,0,60
413,413,0,0,60
425,425,0,0,60
425,425,0,0,60
425,425,0,0,60
425,425,0,0,60
425,425,0,0,60
425,425,0,0,60
425,425,0,0,60
425,425,0,0,60
425,425,0,0,60
440,440,0,0,60
420,420,0,0,60
421,370,12,55,71
439,439,0,0,60
439,439,0,0,60
439,439,0,0,60
439,439,0,0,60
439,439,0,0,60
6,6,0,0,60
429,429,0,0,60
454,365,14,55,73
439,439,0,0,60
439,439,0,0,60
439,439,0,0,60
439,439,0,0,60
439,439,0,0,60
454,365,14,73,73
454,365,14,73,73
69,365,13,73,68
439,439,0,0,60
439,439,0,0,60
439,439,0,0,60
439,439,0,0,60
439,439,0,0,60
439,439,0,0,60
439,439,0,0,60
439,439,0,0,60
439,439,0,0,60
439,439,0,0,60
439,439,0,0,60
439,439,0,0,60
439,439,0,0,60
439,439,0,0,60
416,416,0,82,60
439,439,0,0,60
470,470,0,0,60
439,439,0,0,60
439,439,0,0,60
439,439,0,0,60
439,439,0,0,60
439,439,0,0,60
439,439,0,0,60
400,384,13,0,77
439,439,0,0,60
439,439,0,0,60
439,439,0,0,60
439,439,0,0,60
439,439,0,0,60
447,447,0,76,60
439,439,0,0,60
439,439,0,0,60
439,439,0,0,60
439,439,0,0,60
434,434,0,0,60
434,434,0,0,60
421,421,0,75,60
434,434,0,0,60
465,465,0,0,60
434,434,0,0,60
434,434,0,0,60
434,434,0,0,60
434,434,0,0,60
434,434,0,0,60
434,434,0,0,60
291,271,9,0,65
434,434,0,0,60
434,434,0,0,60
434,434,0,0,60
434,434,0,0,60
434,434,0,0,60
431,431,0,64,60
434,434,0,0,60
434,434,0,0,60
434,434,0,0,60
434,434,0,0,60
434,434,0,0,60
434,434,0,0,60
434,434,0,0,60
434,434,0,0,60
434,434,0,0,60
426,426,0,64,60
481,481,0,0,60
496,429,11,55,79
434,434,0,0,60
434,434,0,0,60
434,434,0,0,60
434,434,0,0,60
434,434,0,0,60
496,681,17,0,87
496,681,17,0,87
148,429,10,74,86
434,434,0,0,60
434,434,0,0,60
434,434,0,0,60
434,434,0,0,60
434,434,0,0,60
434,434,0,0,60
11,133,6,0,60
434,434,0,0,60
434,434,0,0,60
434,434,0,0,60
434,434,0,0,60
434,434,0,0,60
434,434,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
207,160,10,91,60
207,160,10,91,60
75,412,15,78,72
416,416,0,0,60
416,416,0,0,60
416,416,0,0,60
416,416,0,0,60
416,416,0,0,60
416,416,0,0,60
416,416,0,0,60
416,416,0,0,60
416,416,0,0,60
416,416,0,0,60
416,416,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
4,4,0,57,60
414,414,0,0,60
470,470,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
398,375,15,0,72
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
414,414,0,0,60
